customer_id,loan_amount,loan_type,loan_term,interest_rate,monthly_payment_amount,loan_status,outstanding_balance
2898,932896,Home,60,0.11,3397,Paid Off,256828
9945,1521061,Auto,24,0.15,13630,Paid Off,48555
4489,1013796,Education,48,0.09,13963,Active,377102
5092,1875060,Education,48,0.11,48546,Defaulted,338881
8513,284382,Personal,36,0.1,33441,Active,152352
1203,297447,Home,24,0.14,21563,Paid Off,227179
3671,382802,Personal,24,0.12,7501,Defaulted,103921
7549,1764256,Auto,36,0.08,36586,Defaulted,408467
6971,661524,Home,12,0.11,27158,Active,47795
8013,1553892,Personal,24,0.12,41611,Defaulted,438347
125,1468546,Home,36,0.1,4582,Active,174911
5101,943548,Auto,36,0.15,13823,Paid Off,266149
6961,550823,Education,12,0.14,16083,Active,117955
3690,267071,Personal,48,0.14,39852,Active,433990
3159,1560911,Personal,12,0.12,13918,Active,209824
6142,319917,Personal,24,0.14,25587,Active,379723
3597,728069,Home,36,0.11,25107,Defaulted,133783
3314,664214,Auto,36,0.09,4633,Active,118364
2577,1164046,Home,36,0.08,25510,Active,279865
4385,1771446,Auto,24,0.07,40140,Paid Off,395469
3624,1612497,Personal,36,0.08,38812,Paid Off,208088
1610,1533987,Home,12,0.1,46206,Paid Off,239136
5296,229710,Education,48,0.08,11272,Paid Off,72640
8409,1550185,Personal,12,0.11,40023,Paid Off,268720
4820,1999919,Education,48,0.13,35813,Defaulted,390790
2863,883180,Auto,48,0.14,20543,Paid Off,187334
4032,1121755,Auto,12,0.15,11155,Paid Off,186901
3853,1307434,Education,60,0.12,20377,Defaulted,80222
390,570350,Education,36,0.1,7507,Defaulted,435409
3997,809685,Personal,12,0.14,20905,Defaulted,177516
4246,879617,Home,12,0.14,9972,Paid Off,51553
8654,337436,Education,60,0.14,41461,Defaulted,31249
5008,285838,Auto,36,0.15,31107,Paid Off,357609
6017,1078542,Home,12,0.13,28899,Defaulted,161207
9543,757836,Education,24,0.11,2348,Paid Off,117624
9126,1869686,Home,24,0.08,22484,Defaulted,323203
9435,980675,Auto,60,0.1,49347,Paid Off,106096
3375,1667496,Personal,36,0.11,33565,Defaulted,161645
510,1845826,Personal,48,0.14,39249,Active,256894
4868,395232,Home,12,0.09,47689,Defaulted,398934
4065,1655969,Auto,36,0.11,19110,Active,178168
3142,399209,Education,48,0.08,11196,Active,295773
2909,48203,Auto,48,0.07,8465,Active,242397
5213,1875889,Auto,24,0.1,28798,Paid Off,429100
2766,157843,Home,24,0.1,44952,Defaulted,383973
1608,184735,Home,48,0.12,11873,Defaulted,277427
1690,1794211,Auto,12,0.13,14255,Defaulted,452317
8961,1541181,Home,36,0.15,15981,Paid Off,63962
227,1540016,Education,12,0.14,34974,Paid Off,140800
7342,575106,Personal,24,0.09,33470,Active,134182
807,918875,Auto,12,0.08,18494,Active,251527
6360,1009750,Education,36,0.12,26423,Defaulted,312783
547,1951384,Auto,12,0.13,15216,Paid Off,232337
5516,1241597,Auto,36,0.15,15539,Paid Off,132946
723,1689850,Auto,36,0.11,13707,Defaulted,229017
114,233254,Personal,12,0.12,3752,Active,442920
6661,1140952,Home,36,0.12,14655,Defaulted,123041
4035,1485186,Personal,48,0.11,4676,Active,150706
9340,12068,Home,24,0.12,6858,Active,347059
6451,626036,Personal,36,0.08,22298,Active,337263
9934,1967867,Education,36,0.09,22410,Active,254350
7682,1444197,Home,60,0.13,11112,Paid Off,199909
4161,1764917,Home,36,0.1,46493,Defaulted,187707
8469,1557295,Personal,24,0.1,45298,Paid Off,207854
138,1260972,Home,36,0.09,42550,Paid Off,124809
675,933678,Personal,24,0.09,33737,Active,83250
7476,254443,Auto,36,0.1,21710,Active,45936
9258,1269071,Personal,36,0.12,42029,Defaulted,382166
1836,1134548,Personal,60,0.09,25024,Defaulted,389908
8872,314739,Home,48,0.12,18979,Paid Off,301692
4366,399347,Education,24,0.12,16534,Active,68989
2347,15758,Personal,48,0.12,37794,Paid Off,340992
1065,805722,Education,60,0.12,11900,Paid Off,493381
9812,1694852,Home,60,0.08,39822,Active,289718
7683,1838738,Personal,36,0.08,26191,Active,425961
5032,485597,Auto,48,0.13,14307,Paid Off,342035
6405,389389,Home,24,0.08,8519,Active,295496
5840,62090,Auto,12,0.14,7163,Defaulted,412029
3326,919403,Education,12,0.13,30221,Defaulted,464775
6224,68616,Auto,24,0.1,35155,Paid Off,206365
4506,1434840,Education,48,0.12,37484,Active,496800
8921,1547631,Education,24,0.15,49989,Active,284828
4851,601319,Education,60,0.14,7949,Paid Off,70243
8049,154018,Education,48,0.11,22543,Active,426669
7270,1372667,Education,48,0.1,39256,Active,29208
5663,33808,Personal,48,0.14,40894,Defaulted,363900
9585,980938,Personal,12,0.08,29808,Active,223798
2902,483308,Auto,24,0.11,21808,Defaulted,123866
50,165313,Auto,24,0.08,8357,Paid Off,426809
7405,1486659,Education,12,0.1,23254,Paid Off,149411
8231,60808,Auto,60,0.1,33670,Active,152368
6022,1832664,Personal,48,0.07,28585,Active,254855
8960,360808,Education,48,0.11,33482,Defaulted,402160
2968,1826804,Auto,24,0.12,35688,Defaulted,152348
6366,216661,Auto,60,0.12,17250,Paid Off,44813
8709,11375,Auto,36,0.09,19423,Active,110874
8155,1566416,Education,12,0.13,41917,Paid Off,64443
2019,552601,Personal,36,0.15,34146,Active,320452
6415,167163,Auto,12,0.07,35640,Defaulted,42747
7573,941877,Personal,36,0.14,25673,Paid Off,246256
4324,457491,Education,48,0.11,38404,Defaulted,76583
5680,1239617,Education,48,0.08,17031,Active,208201
9466,638415,Auto,12,0.11,48011,Active,363467
4489,724650,Personal,12,0.1,27636,Defaulted,41507
7462,1985448,Education,36,0.12,39588,Active,48333
6713,1235793,Personal,48,0.11,46754,Paid Off,208413
5830,971040,Auto,12,0.1,27290,Paid Off,380604
2729,927831,Home,12,0.14,7361,Defaulted,30226
9516,32328,Auto,36,0.15,13695,Defaulted,342199
600,186694,Education,24,0.11,49923,Defaulted,482346
1796,622540,Personal,48,0.12,28399,Paid Off,14216
8504,389980,Auto,12,0.14,33035,Active,484901
5199,1274580,Home,24,0.11,11129,Defaulted,135451
662,436634,Auto,60,0.12,30003,Paid Off,252613
5777,1689596,Education,24,0.14,40353,Defaulted,483195
8686,406096,Education,60,0.11,7554,Defaulted,267999
3975,1307711,Auto,60,0.08,15390,Defaulted,85644
3047,1328887,Education,48,0.14,31510,Active,468426
2194,1817702,Education,24,0.09,26756,Active,399649
6372,1037459,Auto,24,0.08,26934,Defaulted,191845
3995,80613,Education,36,0.13,29469,Active,27876
1731,434455,Auto,24,0.08,23535,Active,43103
2901,1627541,Personal,24,0.09,2492,Active,405579
4427,1342012,Education,24,0.1,45615,Paid Off,456577
5568,485391,Personal,60,0.1,15649,Paid Off,278899
775,1722607,Auto,24,0.1,23992,Active,280080
441,1102306,Home,24,0.07,49577,Paid Off,444883
3048,1134678,Auto,24,0.09,9456,Active,337985
410,1671313,Personal,24,0.13,7466,Active,267400
8300,1119048,Personal,60,0.11,17362,Active,420537
7669,1520052,Education,36,0.13,16210,Paid Off,90190
3173,709698,Home,36,0.12,25017,Active,52603
5868,812048,Home,48,0.13,43097,Defaulted,181779
2936,1588555,Auto,60,0.11,20641,Paid Off,330680
6782,917414,Home,24,0.09,16230,Active,476641
8078,221732,Auto,24,0.07,27912,Defaulted,319225
4829,311914,Home,12,0.07,30728,Defaulted,362019
5826,580338,Personal,12,0.11,9288,Paid Off,137317
1726,1057426,Auto,48,0.09,25397,Defaulted,16878
3165,97012,Auto,36,0.1,2522,Paid Off,444464
483,274373,Education,36,0.08,33955,Active,153228
6914,992044,Personal,12,0.13,8044,Paid Off,286793
6963,894103,Auto,36,0.08,44555,Paid Off,225858
4139,366687,Personal,24,0.11,12747,Paid Off,140591
1339,900932,Home,12,0.14,48246,Paid Off,347447
6201,1513948,Personal,48,0.08,34136,Active,401168
606,113253,Personal,12,0.12,46650,Paid Off,204557
5261,508069,Education,36,0.13,47443,Defaulted,488893
6930,1289098,Education,12,0.08,17128,Paid Off,489032
9661,978796,Education,12,0.12,8714,Defaulted,169114
8626,1865406,Home,60,0.08,12556,Defaulted,55089
4218,883899,Education,12,0.11,27817,Defaulted,207058
3061,493631,Home,60,0.1,18617,Defaulted,429455
1817,169957,Home,48,0.09,7266,Active,180836
4721,1657000,Education,48,0.15,25512,Active,192272
951,1321239,Education,48,0.14,13311,Active,251870
2806,1866921,Home,24,0.1,49227,Defaulted,88677
9067,1261210,Education,24,0.09,20020,Active,350242
9700,1612873,Home,48,0.07,9563,Paid Off,315666
4780,493299,Auto,24,0.1,40391,Active,297440
3294,1992308,Education,60,0.08,28838,Paid Off,435257
6865,1416674,Personal,48,0.08,12647,Defaulted,318130
2945,1310066,Education,36,0.11,10314,Defaulted,236736
4217,523489,Auto,48,0.14,45986,Active,448625
7532,1509626,Home,24,0.12,16976,Active,459070
7493,318792,Home,60,0.14,9013,Paid Off,275239
2887,577706,Auto,12,0.13,11193,Paid Off,82008
9324,182657,Auto,24,0.08,42694,Active,340682
2883,1716376,Home,24,0.15,24326,Paid Off,468647
4638,979546,Home,24,0.08,29759,Defaulted,249139
1145,1383266,Education,60,0.07,14151,Paid Off,172496
2118,533486,Auto,48,0.14,33949,Defaulted,269978
1198,1163294,Education,12,0.1,47690,Defaulted,66339
7460,1998934,Home,12,0.13,46768,Paid Off,429749
1744,843122,Personal,12,0.08,35400,Defaulted,190949
9951,1667868,Auto,12,0.08,42907,Defaulted,36930
3090,520045,Home,36,0.12,27373,Defaulted,341084
9944,360919,Auto,24,0.09,21758,Defaulted,12181
9268,1542097,Education,24,0.12,7837,Active,353193
9213,1599212,Home,24,0.12,37877,Active,248031
991,1153685,Education,60,0.12,22911,Defaulted,45414
586,1522530,Personal,12,0.12,5248,Paid Off,195279
7811,1416831,Home,60,0.15,25559,Active,426910
8749,881626,Personal,12,0.07,3125,Paid Off,14882
3486,1816677,Personal,12,0.11,21179,Active,347139
9763,281730,Auto,24,0.13,4011,Active,79138
9347,548870,Personal,12,0.07,16166,Active,375021
8833,1375082,Home,12,0.08,25014,Defaulted,63691
4774,891629,Education,60,0.11,49500,Active,125407
3883,1835389,Home,36,0.07,31728,Active,413357
4186,1119088,Personal,60,0.13,42466,Paid Off,318637
8056,1857096,Education,24,0.11,15466,Active,481203
7976,1296926,Home,24,0.12,38672,Paid Off,411422
3193,1767239,Auto,48,0.11,4964,Defaulted,388979
5984,108769,Personal,12,0.09,29102,Active,31363
3877,114764,Home,60,0.08,45485,Defaulted,96304
4041,51214,Education,60,0.09,1764,Defaulted,242694
2752,143063,Education,24,0.13,18858,Defaulted,211308
3185,1126997,Auto,24,0.12,17823,Active,178912
418,1358408,Home,24,0.14,19017,Defaulted,471268
4618,761970,Home,60,0.08,28128,Paid Off,363970
2234,411641,Personal,36,0.14,10617,Paid Off,101893
7749,1440280,Home,36,0.14,15887,Paid Off,124787
810,1405937,Education,24,0.11,7335,Paid Off,423358
7654,1345674,Education,12,0.09,38825,Active,28515
9831,567788,Education,24,0.11,12891,Paid Off,213852
2904,1649685,Home,60,0.09,3815,Defaulted,257900
2774,1169264,Personal,24,0.1,17924,Defaulted,341830
1653,60204,Home,48,0.13,19838,Active,260690
4100,266949,Home,12,0.11,26101,Defaulted,41940
5785,827687,Home,24,0.08,5734,Defaulted,329176
6943,495489,Personal,36,0.09,19063,Active,236668
4398,1984693,Auto,60,0.1,2054,Paid Off,35739
1975,427093,Personal,24,0.08,21679,Active,99709
6498,1394959,Home,60,0.12,41729,Defaulted,104851
5049,1638993,Home,48,0.11,31118,Active,172230
9883,442525,Personal,24,0.13,37858,Paid Off,281232
5214,1054608,Auto,12,0.09,49301,Active,249541
7758,1605428,Personal,24,0.12,26539,Paid Off,262668
4790,860056,Education,12,0.11,48884,Active,302590
825,190772,Education,60,0.14,25699,Defaulted,443173
5108,1225899,Personal,12,0.11,37809,Active,407976
429,138420,Home,24,0.12,27943,Active,177793
3913,963789,Home,24,0.1,20739,Active,193414
5804,78830,Education,24,0.14,42806,Defaulted,182126
3721,1633513,Personal,24,0.11,12572,Defaulted,400880
1381,392856,Auto,12,0.11,20341,Defaulted,95583
1755,863452,Home,48,0.13,39647,Paid Off,437790
3671,1467912,Personal,36,0.1,8440,Defaulted,448320
4600,1124537,Home,24,0.11,41019,Active,10973
5487,686224,Home,12,0.07,8023,Defaulted,387114
2911,648669,Auto,48,0.1,26045,Paid Off,114655
5893,272543,Personal,12,0.1,37613,Defaulted,99101
1418,1205842,Education,24,0.1,23707,Active,396652
4482,1503499,Education,48,0.13,37454,Paid Off,26423
5063,1789875,Auto,48,0.09,4643,Defaulted,342047
1952,176519,Personal,48,0.09,43747,Active,63988
2030,1391318,Home,24,0.13,6491,Paid Off,314859
978,572212,Education,60,0.08,39573,Paid Off,68425
761,809031,Personal,60,0.12,9675,Paid Off,436186
6153,430758,Auto,36,0.09,41644,Paid Off,52237
5906,1372703,Education,24,0.11,43738,Paid Off,326773
134,280987,Education,48,0.09,31659,Defaulted,435621
2620,498964,Home,60,0.11,11274,Defaulted,326326
2573,174135,Auto,60,0.14,28220,Active,374915
2305,1218718,Education,48,0.14,1219,Active,192613
6587,1157506,Home,36,0.13,29532,Paid Off,137625
2348,271902,Home,24,0.07,33401,Defaulted,450478
7955,1717331,Auto,36,0.08,9496,Paid Off,194577
5145,317019,Auto,48,0.08,7944,Paid Off,306321
5562,1313135,Personal,60,0.08,41218,Defaulted,381974
5110,33325,Home,48,0.13,25777,Paid Off,102595
7143,525507,Personal,12,0.13,4496,Active,207590
9878,1008353,Education,48,0.13,30880,Paid Off,377510
7375,1398226,Home,60,0.09,21448,Defaulted,29106
9880,1242671,Auto,48,0.13,43346,Paid Off,184458
4723,878992,Home,48,0.08,45782,Active,254262
6344,582844,Personal,48,0.08,42797,Active,451769
380,333690,Education,36,0.12,36832,Active,252316
6046,772994,Education,60,0.15,47247,Active,335858
1138,1850871,Home,24,0.12,31802,Defaulted,358724
6446,799367,Personal,60,0.13,15398,Active,311647
141,1759291,Personal,36,0.13,15374,Paid Off,265200
4623,1958205,Home,12,0.09,4980,Defaulted,342517
5267,1811179,Education,36,0.09,44322,Paid Off,443110
1524,960967,Personal,60,0.14,4544,Paid Off,145713
5893,1284681,Auto,24,0.11,11248,Paid Off,252036
9244,769693,Education,60,0.08,41350,Paid Off,74538
6403,1672833,Personal,48,0.09,6150,Paid Off,189124
2055,1696199,Education,12,0.08,23104,Paid Off,63939
3375,85112,Personal,12,0.15,13272,Paid Off,250066
7183,393852,Home,12,0.1,23984,Defaulted,253596
3374,12026,Auto,36,0.15,43203,Active,320170
6239,33438,Education,24,0.13,42400,Active,360437
4321,685659,Personal,48,0.07,36704,Defaulted,56129
8779,1040212,Auto,12,0.11,27091,Defaulted,456579
9539,526322,Education,36,0.08,16897,Defaulted,29738
7286,1935789,Education,12,0.14,32722,Active,393428
7338,308522,Auto,48,0.14,39449,Active,223632
33,1728680,Home,12,0.09,2989,Active,397450
7941,1020116,Personal,48,0.13,33424,Defaulted,143474
5424,810241,Auto,24,0.07,15161,Active,481872
9266,280390,Personal,24,0.1,7996,Active,195263
1544,1730481,Personal,36,0.14,21993,Active,127980
7533,1188750,Auto,12,0.08,10836,Paid Off,41692
527,185232,Home,24,0.13,46424,Active,488933
3258,759419,Education,12,0.12,11635,Paid Off,433519
6327,160647,Home,12,0.12,17000,Paid Off,78446
7360,1141509,Home,36,0.11,18018,Paid Off,136692
3155,1698687,Home,24,0.13,1904,Paid Off,84814
895,91362,Education,36,0.09,22318,Active,339389
5513,1277447,Home,48,0.09,38111,Paid Off,24730
5080,410407,Home,48,0.15,43842,Active,132765
1526,735890,Home,60,0.13,24398,Paid Off,407784
603,1861399,Home,48,0.14,7737,Paid Off,410595
8994,132430,Auto,36,0.11,35639,Active,431688
1085,477278,Home,36,0.08,1612,Defaulted,218719
2080,1258029,Personal,60,0.14,21321,Active,482050
142,696906,Education,36,0.1,15976,Paid Off,76166
9577,1944819,Education,60,0.09,31341,Active,170659
9713,1893959,Auto,24,0.12,34796,Paid Off,9957
5234,394352,Auto,48,0.09,34900,Defaulted,466678
1908,822304,Home,36,0.11,26972,Active,268180
5476,952444,Home,12,0.09,8016,Defaulted,253996
9609,1633005,Home,60,0.12,23368,Paid Off,372722
3575,442397,Personal,60,0.12,41326,Paid Off,73663
6735,1445274,Education,12,0.08,36182,Paid Off,364339
753,249207,Personal,48,0.12,7412,Paid Off,86993
7774,618969,Personal,60,0.14,39790,Active,365054
4359,675913,Auto,24,0.07,28604,Paid Off,447693
1260,752320,Home,60,0.08,29297,Active,259584
1533,1440322,Home,48,0.12,32554,Paid Off,346276
1594,914687,Education,24,0.09,36482,Paid Off,232298
3920,324847,Education,48,0.14,43067,Paid Off,407050
3246,1785107,Auto,36,0.1,49991,Active,24138
1595,683443,Education,12,0.08,7991,Defaulted,203753
3240,745543,Auto,48,0.15,4231,Defaulted,333830
7219,1424010,Education,48,0.1,13235,Defaulted,256670
3299,1550266,Home,36,0.07,14507,Paid Off,291356
7415,1311719,Auto,48,0.12,6010,Defaulted,240044
2379,129971,Personal,48,0.07,42531,Paid Off,244653
2935,664449,Auto,24,0.13,12651,Paid Off,127614
3509,681412,Education,60,0.14,5724,Paid Off,281419
7500,698067,Personal,48,0.12,47070,Defaulted,346408
98,945436,Home,12,0.07,17505,Defaulted,400258
9927,220423,Home,12,0.1,10073,Active,388377
7158,1897459,Education,36,0.12,13795,Active,76849
5386,410221,Auto,36,0.14,42565,Paid Off,140058
6151,1320216,Education,60,0.09,9116,Defaulted,139956
1597,954867,Auto,24,0.13,10385,Active,393098
5520,660545,Auto,36,0.1,47140,Active,401171
2892,635574,Personal,48,0.15,34128,Paid Off,39105
4067,1698023,Auto,48,0.08,42443,Defaulted,98664
6028,716782,Education,12,0.15,29914,Defaulted,407337
9045,1665835,Auto,12,0.15,49997,Active,192624
3181,1397769,Education,12,0.12,2703,Defaulted,75248
9785,631594,Auto,12,0.07,49711,Paid Off,132446
9047,1127304,Education,12,0.14,40756,Active,239495
2461,1495355,Auto,60,0.08,32925,Defaulted,117959
5004,158084,Personal,12,0.11,23282,Defaulted,294311
3079,1811386,Auto,36,0.1,32413,Active,12388
3647,435751,Personal,24,0.13,24175,Defaulted,441978
5939,372666,Personal,48,0.12,33120,Defaulted,422237
3973,141567,Auto,48,0.09,8321,Paid Off,268962
5446,1035140,Home,48,0.11,27084,Paid Off,50435
1973,555425,Auto,24,0.13,32730,Active,66268
4373,507257,Auto,24,0.08,18764,Paid Off,357740
3262,1039209,Personal,48,0.07,22096,Active,38098
8695,910689,Home,60,0.08,34567,Defaulted,162087
9949,1715922,Education,24,0.11,32045,Defaulted,245568
699,1217011,Home,36,0.13,40659,Defaulted,47532
8851,1293938,Home,24,0.11,7417,Paid Off,269259
4190,412340,Personal,24,0.15,45875,Active,489415
1650,761815,Education,60,0.08,18519,Active,448650
7852,217788,Education,36,0.09,9955,Active,307207
6777,806591,Education,24,0.08,37297,Paid Off,204386
7481,149739,Education,48,0.11,23126,Defaulted,70811
7371,150981,Home,24,0.12,5884,Active,9587
676,1213252,Personal,36,0.1,40348,Paid Off,441163
8413,1302835,Personal,60,0.11,36240,Active,416139
6730,1196291,Education,36,0.08,16380,Active,278215
6089,1188024,Education,60,0.11,20301,Defaulted,266491
4829,1204434,Auto,48,0.09,33837,Defaulted,339077
5341,1091227,Personal,12,0.14,47430,Paid Off,474050
6573,1730953,Home,12,0.13,22428,Defaulted,467407
3305,334556,Personal,60,0.1,30394,Active,81047
120,1435100,Home,48,0.1,33266,Defaulted,496176
7728,1419323,Education,12,0.12,30489,Paid Off,402240
3450,1053486,Auto,60,0.1,34092,Paid Off,266411
9783,801496,Personal,24,0.15,8585,Paid Off,103348
6311,1764119,Personal,48,0.12,27348,Active,310037
8985,520104,Home,36,0.11,13863,Defaulted,226818
7763,195565,Personal,48,0.14,5307,Defaulted,277122
7257,552865,Auto,48,0.15,1993,Active,497163
5730,1342147,Home,48,0.09,15939,Paid Off,46944
7439,872779,Home,36,0.1,19982,Paid Off,215353
2122,975081,Home,48,0.13,42262,Paid Off,315554
4232,368789,Personal,36,0.07,30781,Defaulted,474146
2308,758388,Home,48,0.14,14754,Paid Off,158671
3283,1915423,Home,24,0.11,29093,Active,32731
6007,581602,Education,60,0.07,27561,Paid Off,413389
6753,1627170,Education,12,0.12,40463,Defaulted,409973
8989,650143,Auto,36,0.14,29318,Defaulted,373868
1567,1832164,Education,12,0.11,17018,Active,318324
4311,1591445,Education,36,0.15,45761,Paid Off,250160
4880,354024,Personal,24,0.14,4258,Defaulted,108380
363,1813566,Home,48,0.12,10777,Active,263854
4326,1590863,Personal,12,0.15,23233,Paid Off,411759
8170,826709,Personal,12,0.15,13346,Paid Off,205920
382,565788,Education,60,0.12,48178,Active,51123
2201,797727,Education,12,0.15,12007,Active,123373
5156,661421,Auto,60,0.15,9984,Defaulted,379926
5432,1349109,Auto,48,0.13,27835,Defaulted,180107
4107,258233,Personal,12,0.13,30512,Active,391878
7392,1637418,Education,36,0.14,36297,Paid Off,379154
2202,471016,Education,12,0.11,42637,Active,104844
518,378205,Personal,60,0.14,31917,Active,125995
5097,569175,Home,24,0.13,1758,Defaulted,5056
235,1330663,Auto,36,0.1,23920,Defaulted,142362
5157,903347,Home,48,0.12,19781,Paid Off,55535
6063,1211958,Home,12,0.1,19820,Paid Off,445029
4393,1584537,Home,60,0.12,25002,Paid Off,136012
1267,584330,Home,60,0.11,23766,Defaulted,478137
2170,1076133,Personal,60,0.09,19530,Defaulted,206733
9707,380310,Home,24,0.12,28226,Paid Off,225183
8073,114853,Education,60,0.12,33016,Defaulted,195929
7018,868224,Auto,36,0.14,38668,Paid Off,370792
9480,431603,Home,24,0.12,41921,Active,184246
3179,1288449,Home,60,0.12,30641,Active,191783
5345,869867,Home,36,0.09,34553,Defaulted,348815
1197,554954,Personal,48,0.1,36641,Defaulted,196147
3932,1143679,Auto,12,0.1,30513,Paid Off,395817
6481,1710219,Personal,24,0.11,16413,Paid Off,152551
9909,16668,Personal,60,0.11,20543,Defaulted,92944
1628,1832394,Personal,24,0.13,49879,Paid Off,254715
7798,869726,Personal,48,0.08,15142,Active,396961
2901,748422,Home,60,0.1,35716,Defaulted,438703
9743,1653857,Personal,24,0.09,9360,Defaulted,358132
2988,10934,Personal,48,0.11,47182,Defaulted,59223
8735,1307606,Auto,60,0.1,20242,Active,231804
8615,466312,Auto,60,0.09,9076,Paid Off,483197
3417,1655216,Home,48,0.1,26419,Paid Off,399299
8146,335094,Personal,12,0.13,6977,Defaulted,444104
993,304414,Home,36,0.12,25029,Defaulted,77051
9723,698983,Personal,12,0.08,23381,Paid Off,281677
3003,1997325,Education,60,0.11,41744,Defaulted,57240
4426,1919069,Auto,36,0.09,31059,Paid Off,137600
3515,1466463,Personal,24,0.1,28667,Defaulted,309859
1572,155756,Personal,36,0.14,19346,Defaulted,132044
5653,326793,Education,60,0.08,1613,Paid Off,240680
1932,561022,Home,24,0.15,22211,Active,361444
911,1389247,Personal,24,0.09,44033,Active,151768
4411,75891,Education,36,0.1,7643,Active,347713
5846,1661464,Education,60,0.07,39005,Active,227699
6815,1196134,Home,60,0.1,47686,Paid Off,388578
7850,968314,Home,60,0.1,35563,Paid Off,378096
6303,986729,Education,60,0.09,35265,Paid Off,350606
7013,626199,Personal,24,0.11,41560,Active,188121
155,505995,Education,48,0.09,37563,Defaulted,214644
9120,1490549,Auto,36,0.12,21635,Defaulted,409843
6887,644258,Personal,60,0.09,25482,Active,192598
5456,1119207,Personal,48,0.1,49775,Defaulted,279135
2729,1584222,Home,60,0.09,35380,Paid Off,10900
7553,1347459,Home,48,0.13,33568,Defaulted,78008
6898,31737,Auto,36,0.09,39626,Paid Off,315882
1697,469450,Education,36,0.13,10854,Paid Off,130472
9069,750327,Personal,36,0.11,21361,Paid Off,450890
5541,1854409,Auto,24,0.14,44059,Paid Off,388608
2315,1117011,Home,36,0.08,26097,Defaulted,485155
5012,53645,Auto,24,0.11,45227,Paid Off,71231
1114,670163,Auto,24,0.09,2729,Active,325023
1319,945320,Home,12,0.14,30736,Paid Off,444394
356,932446,Education,24,0.07,8604,Paid Off,174626
7165,613806,Home,12,0.12,29358,Active,460512
8509,191657,Auto,36,0.13,32882,Paid Off,204999
9532,360066,Home,60,0.08,46130,Defaulted,424722
2899,1707937,Personal,36,0.12,31218,Defaulted,420630
1019,1064212,Auto,12,0.11,19691,Defaulted,125473
6445,1874875,Auto,24,0.14,38683,Paid Off,227719
7400,322196,Personal,24,0.14,29906,Paid Off,120241
9179,1756601,Personal,12,0.1,40144,Paid Off,16974
9628,699799,Home,36,0.13,32739,Paid Off,419115
1073,518295,Home,48,0.15,4326,Paid Off,71523
8552,241777,Education,12,0.08,2988,Active,41741
3007,1592143,Personal,24,0.13,13506,Active,231124
3573,1857034,Education,48,0.08,41053,Active,456614
3557,1792969,Education,36,0.12,45223,Defaulted,73608
869,1268682,Home,12,0.08,36718,Paid Off,192260
6281,571462,Home,48,0.07,28969,Active,428343
876,880175,Personal,36,0.12,10265,Paid Off,229874
3764,309059,Education,36,0.08,40248,Paid Off,298896
1819,214506,Home,12,0.08,32675,Paid Off,174535
1,1730223,Home,24,0.14,3005,Paid Off,316313
9884,135966,Home,12,0.15,47187,Active,102733
4915,267952,Auto,24,0.11,26319,Paid Off,399440
7676,78680,Auto,12,0.08,31639,Paid Off,208687
2189,1545722,Education,24,0.09,12475,Active,312144
6171,836905,Education,12,0.12,48128,Paid Off,96498
2304,579069,Education,24,0.1,6862,Paid Off,335227
3002,1506431,Auto,48,0.13,32408,Active,497307
3057,560093,Auto,24,0.13,21030,Defaulted,494968
7927,817469,Home,24,0.1,33550,Defaulted,219865
5092,596623,Home,12,0.12,32425,Paid Off,379812
3156,129548,Home,48,0.07,1013,Active,470560
3314,461636,Education,12,0.14,4130,Active,336116
5325,1160085,Personal,24,0.12,11782,Paid Off,303578
4880,363795,Personal,48,0.13,37807,Defaulted,363815
1294,889397,Auto,60,0.12,12889,Active,222132
478,1009207,Auto,60,0.14,20026,Paid Off,77771
7725,1338735,Education,36,0.1,24577,Defaulted,158158
5296,1929755,Auto,24,0.12,33599,Defaulted,158837
4877,12226,Home,36,0.12,11835,Paid Off,435884
3811,1413417,Auto,60,0.1,43691,Defaulted,385045
4570,896784,Home,60,0.11,42438,Defaulted,345551
3458,418871,Education,36,0.09,15135,Paid Off,118341
9059,540382,Personal,12,0.09,7421,Defaulted,351357
7421,634811,Education,60,0.11,13601,Defaulted,269087
3461,541722,Education,12,0.12,48176,Active,458683
1405,562522,Education,12,0.1,27864,Active,160347
9690,27287,Education,48,0.14,17745,Paid Off,72897
5653,1973196,Home,12,0.15,47369,Active,46509
533,1423550,Auto,12,0.13,20262,Paid Off,137288
4831,412712,Home,60,0.14,9506,Paid Off,267785
4442,853290,Education,36,0.11,25980,Defaulted,243820
9414,1373950,Personal,24,0.08,36670,Defaulted,128905
3302,1856290,Home,24,0.11,38240,Active,35974
3403,1413310,Home,12,0.1,45396,Defaulted,416692
9551,776328,Personal,12,0.15,34375,Paid Off,186851
9449,1252109,Personal,48,0.1,30450,Paid Off,339546
5117,538776,Home,36,0.14,25223,Active,291937
8120,159411,Personal,24,0.1,6006,Defaulted,304368
9530,1070025,Home,24,0.11,26196,Active,322258
8361,1960610,Education,60,0.1,45192,Active,158887
3508,241532,Auto,24,0.15,32986,Active,365822
9509,230603,Personal,36,0.07,45917,Active,173697
7512,1503541,Education,60,0.1,22261,Defaulted,319948
8067,686422,Education,12,0.08,11053,Active,168622
7347,1050102,Personal,12,0.07,10563,Defaulted,329072
6651,147850,Education,12,0.11,3158,Paid Off,51042
