customer_id,account_age_years,total_credit_accounts,accounts_in_delinquency,total_credit_limit,credit_balance,credit_utilization_ratio
7496,1,6,3,34889,15392,0.44117057
7497,2,8,3,6758,29938,4.430008878
7498,11,4,3,32655,6958,0.213076099
7499,4,1,1,19198,5684,0.296072508
7500,12,4,1,29792,14863,0.49889232
7501,12,8,1,26963,5996,0.222378815
7502,10,6,0,16467,13994,0.849820854
7503,20,8,0,20713,2302,0.111137933
7504,1,5,2,41717,25154,0.602967615
7505,15,2,1,38282,11875,0.310198004
7506,4,6,2,36278,27420,0.75582998
7507,6,2,1,15909,18078,1.136337922
7508,5,4,3,21921,9731,0.44391223
7509,8,9,2,28671,5108,0.178159115
7510,8,1,1,49019,29501,0.601827863
7511,10,2,0,29108,26605,0.914009894
7512,1,6,2,25731,17481,0.679375073
7513,19,6,0,48207,15308,0.317547244
7514,12,7,3,22210,28534,1.284736605
7515,17,5,3,14506,3320,0.228870812
7516,2,9,0,43619,16418,0.376395607
7517,1,2,3,21472,7170,0.333923249
7518,7,7,3,12053,6992,0.580104538
7519,5,1,0,34174,3070,0.089834377
7520,12,9,3,29119,25705,0.882756963
7521,11,1,2,29516,26779,0.907270633
7522,2,7,0,41327,1042,0.025213541
7523,13,1,2,6514,11358,1.743629107
7524,8,1,3,5128,19890,3.878705148
7525,4,3,1,40925,12032,0.294001222
7526,5,6,2,14819,14246,0.961333423
7527,5,1,2,24151,17298,0.716243634
7528,1,10,3,6112,9543,1.561354712
7529,19,8,2,39092,13210,0.337920802
7530,17,8,0,5428,11503,2.119196758
7531,15,6,0,37283,25944,0.695866749
7532,15,2,1,26099,1022,0.039158588
7533,15,5,3,48905,12337,0.252264595
7534,11,4,3,40854,13233,0.323909532
7535,12,1,0,12447,8184,0.657507833
7536,3,10,0,31901,17464,0.547443654
7537,7,6,2,14871,27445,1.845538296
7538,2,5,3,45893,27555,0.600418364
7539,1,3,0,11602,13012,1.121530771
7540,10,6,3,21512,6302,0.292952771
7541,20,3,2,16502,4336,0.26275603
7542,13,3,0,17507,15435,0.881647341
7543,10,1,0,11405,24717,2.167207365
7544,17,3,3,36686,1342,0.036580712
7545,13,6,2,46900,1431,0.030511727
7546,5,9,1,35236,2637,0.074838234
7547,2,1,0,32435,2537,0.078217974
7548,1,1,0,15467,10962,0.708734726
7549,7,5,2,37903,15800,0.416853547
7550,14,3,2,25712,16542,0.643357187
7551,20,10,0,38743,1807,0.046640683
7552,13,8,2,24772,5682,0.229371871
7553,17,6,0,36344,2444,0.067246313
7554,15,6,2,13141,27687,2.106917282
7555,11,8,0,38139,3592,0.094181809
7556,14,9,3,28694,5180,0.180525545
7557,18,4,3,49857,1640,0.032894077
7558,10,9,3,25641,4904,0.191256191
7559,17,5,0,21365,4395,0.205710274
7560,3,3,3,44021,10797,0.245269303
7561,7,4,0,40918,8575,0.209565472
7562,9,1,3,39317,27592,0.701782944
7563,10,3,0,26766,9330,0.348576552
7564,11,4,2,46135,29939,0.648943319
7565,4,7,3,32131,4523,0.140767483
7566,1,7,1,19951,18491,0.926820711
7567,10,6,0,41798,9095,0.217594143
7568,13,10,3,17920,22649,1.263895089
7569,17,3,2,13917,13901,0.998850327
7570,12,8,3,15364,21388,1.392085394
7571,17,5,0,18024,21847,1.212106081
7572,15,4,3,45675,5261,0.115183361
7573,5,5,1,37634,25649,0.681537971
7574,1,3,3,26758,16522,0.617460199
7575,1,5,0,31503,23342,0.740945307
7576,20,6,2,36713,27751,0.755890284
7577,5,7,3,35530,19778,0.556656347
7578,3,3,3,20308,28744,1.415402797
7579,18,10,0,17001,12100,0.71172284
7580,1,7,2,33799,4218,0.124796592
7581,11,7,1,5715,5270,0.922134733
7582,11,5,0,8277,2912,0.351818292
7583,9,10,0,22141,14031,0.633711214
7584,8,10,2,43764,21128,0.482771227
7585,19,8,1,38152,11824,0.309918222
7586,11,2,1,8639,2407,0.278620211
7587,13,6,0,9092,11969,1.316432028
7588,5,4,3,22807,19720,0.864646819
7589,15,6,3,29608,6941,0.234429884
7590,9,5,1,45515,14765,0.32439855
7591,10,4,2,42331,13778,0.325482507
7592,2,4,2,12057,21283,1.76519864
7593,1,10,2,35544,29869,0.840338735
7594,11,5,1,41255,22071,0.534989698
7595,9,6,3,16233,13463,0.829359946
7596,12,7,0,23318,24548,1.052748949
7597,5,10,1,15582,5067,0.325182903
7598,5,5,1,31450,14998,0.476883943
7599,9,2,0,22663,16581,0.731633058
7600,17,2,2,18522,27279,1.472789116
7601,7,3,0,14080,26464,1.879545455
7602,19,8,0,11150,5517,0.494798206
7603,6,8,0,27797,22930,0.824909163
7604,5,3,2,23917,28167,1.177697872
7605,8,3,0,8727,9068,1.039074138
7606,17,5,0,18839,23363,1.240140135
7607,15,7,2,41335,11258,0.272359985
7608,19,9,2,10539,4122,0.391118702
7609,8,4,1,38073,16647,0.437238988
7610,19,1,0,8790,7667,0.872241183
7611,15,6,3,9358,24825,2.65281043
7612,11,10,2,25362,21399,0.843742607
7613,1,4,1,24065,10916,0.45360482
7614,14,9,0,40232,28492,0.708192484
7615,11,9,0,32904,6181,0.187849502
7616,8,2,0,33478,21509,0.64248163
7617,14,3,1,34919,4137,0.118474183
7618,3,2,2,32029,22539,0.703706016
7619,14,8,0,39629,26801,0.676297661
7620,9,9,0,17082,8477,0.496253366
7621,5,3,2,34646,16749,0.483432431
7622,10,9,0,20702,20554,0.992850932
7623,17,6,2,18119,21238,1.172139743
7624,18,7,0,20227,1628,0.080486478
7625,5,3,1,26844,13945,0.519482938
7626,2,2,3,5798,26795,4.62142118
7627,4,3,3,13538,13975,1.03227951
7628,9,1,2,18460,12661,0.685861322
7629,13,7,2,44464,19832,0.44602375
7630,3,4,2,12043,21717,1.803288217
7631,12,4,3,47923,18103,0.37775181
7632,9,6,0,43769,2757,0.062989787
7633,18,3,3,25326,12300,0.485666904
7634,12,1,1,40639,17809,0.438224366
7635,4,5,3,39173,16915,0.431802517
7636,11,10,1,36800,1298,0.035271739
7637,20,9,2,27359,6653,0.243174093
7638,7,7,3,23859,15716,0.658703215
7639,20,3,2,23177,5173,0.223195409
7640,15,9,3,20605,14307,0.694346033
7641,6,8,3,32826,3715,0.113172485
7642,16,1,3,47058,16119,0.342534744
7643,9,2,0,40849,25537,0.625156063
7644,18,2,0,14236,28742,2.018966002
7645,16,9,1,33851,17483,0.516469233
7646,16,10,1,43972,16894,0.384199036
7647,2,7,3,34478,16263,0.471692094
7648,12,3,0,12360,15766,1.275566343
7649,2,8,1,45679,29902,0.654611528
7650,1,9,0,8272,10999,1.329666344
7651,10,9,0,20630,25573,1.239602521
7652,3,9,2,29143,19006,0.65216347
7653,6,6,2,35767,17921,0.501048452
7654,10,1,3,32922,8106,0.246218334
7655,8,3,3,41497,6102,0.147046774
7656,3,10,2,26986,2342,0.086785741
7657,15,8,3,7114,10396,1.461343829
7658,10,7,1,34344,15269,0.44459003
7659,12,5,3,31145,25583,0.821415958
7660,9,10,1,25151,12455,0.495208938
7661,9,3,2,15006,25994,1.732240437
7662,4,7,3,36539,24022,0.657434522
7663,17,8,2,34489,13798,0.400069587
7664,5,7,2,24472,8833,0.360943119
7665,5,4,1,47380,29589,0.62450401
7666,10,9,0,44925,27830,0.619476906
7667,18,5,1,29960,23057,0.76959279
7668,18,3,1,38390,24121,0.628314665
7669,20,8,1,40049,20827,0.520037954
7670,20,9,0,47685,25241,0.529327881
7671,3,3,3,12842,2705,0.210636972
7672,19,9,2,16336,25770,1.577497551
7673,19,8,0,8612,25825,2.998722712
7674,1,5,2,38958,12779,0.328019919
7675,5,3,3,9127,4259,0.466637449
7676,8,10,1,18947,8170,0.431202829
7677,6,5,0,48018,27364,0.569869632
7678,11,8,1,24931,12557,0.50367013
7679,11,8,0,36698,17075,0.465284212
7680,13,9,1,18521,26030,1.405431672
7681,1,3,3,28420,16600,0.584095707
7682,5,4,1,47669,26139,0.548343787
7683,8,1,0,42395,7614,0.179596651
7684,5,4,2,23041,18818,0.816718024
7685,8,4,1,16450,16260,0.988449848
7686,6,9,1,8896,7622,0.856789568
7687,12,1,0,8535,28095,3.291739895
7688,3,4,3,14218,27946,1.965536644
7689,15,1,0,14209,4031,0.283693434
7690,19,2,2,33836,28615,0.845696891
7691,18,7,2,12449,17535,1.408546871
7692,17,8,0,17249,16526,0.958084527
7693,16,10,0,38420,7402,0.192660073
7694,15,2,0,43706,3437,0.078639088
7695,20,6,2,19708,12242,0.621169068
7696,5,7,3,39252,9842,0.250738816
7697,16,8,2,22925,21274,0.927982552
7698,10,9,0,41335,27853,0.673835732
7699,14,9,0,32292,16429,0.508763781
7700,7,6,2,17671,13557,0.76718918
7701,19,8,1,39254,17985,0.458169868
7702,4,4,1,6156,22404,3.639376218
7703,16,6,0,42136,15408,0.365673059
7704,9,5,2,12773,3152,0.246770532
7705,8,10,1,46539,19052,0.409377082
7706,5,3,1,33168,14727,0.444012301
7707,12,6,3,44603,16990,0.380916082
7708,5,6,2,46965,16866,0.359118492
7709,13,6,2,8006,19067,2.381588808
7710,9,2,2,19784,7012,0.35442782
7711,6,5,1,42118,23626,0.560947813
7712,9,10,0,31676,4271,0.134833944
7713,4,9,3,14832,21804,1.470064725
7714,12,7,1,12503,15829,1.266016156
7715,6,2,2,36645,2416,0.065929868
7716,10,9,0,17111,18021,1.053182164
7717,15,4,3,24187,26620,1.100591227
7718,4,10,2,8519,10598,1.244042728
7719,16,1,2,32256,9767,0.302796379
7720,19,1,2,31318,11735,0.374704643
7721,9,10,2,11426,21676,1.897076842
7722,6,9,3,39958,23985,0.600255268
7723,20,4,0,36348,5216,0.143501706
7724,12,9,0,41053,25501,0.621172631
7725,5,6,3,47862,20131,0.420605073
7726,11,6,1,28510,27684,0.97102771
7727,7,7,0,8089,29587,3.657683274
7728,9,7,2,39640,13388,0.337739657
7729,8,1,3,32968,8483,0.257310119
7730,16,3,1,5644,2432,0.430900071
7731,20,2,3,29248,12614,0.431277352
7732,3,8,1,27213,27986,1.028405541
7733,3,1,1,29896,25676,0.858843993
7734,6,6,3,28104,18952,0.674352405
7735,8,2,3,31642,15090,0.476897794
7736,19,3,1,42196,3078,0.072945303
7737,4,3,0,10228,19656,1.92178334
7738,19,9,1,25596,21927,0.85665729
7739,11,10,0,25429,26818,1.054622675
7740,18,4,1,49508,22035,0.445079583
7741,7,10,3,30372,3153,0.103812722
7742,7,7,1,32880,25543,0.776855231
7743,4,6,2,32406,7852,0.242300808
7744,19,2,2,49124,16825,0.342500611
7745,14,10,3,24691,16035,0.649426917
7746,2,10,2,28620,4501,0.157267645
7747,2,8,0,23412,9654,0.41235264
7748,20,3,1,32290,11703,0.36243419
7749,3,8,3,32124,16606,0.516934379
7750,14,4,0,31196,29782,0.954673676
7751,10,10,1,33441,16609,0.49666577
7752,6,3,2,8194,3084,0.376372956
7753,3,1,2,37294,27610,0.740333566
7754,12,6,1,10327,7953,0.770117169
7755,5,1,2,27080,15077,0.556757755
7756,11,10,0,33054,4742,0.143462213
7757,7,4,1,33041,1173,0.035501347
7758,5,8,2,41102,18061,0.439419006
7759,19,2,2,6921,18269,2.63964745
7760,8,4,1,42881,2593,0.060469672
7761,5,1,1,10035,2818,0.28081714
7762,14,4,3,17485,1051,0.060108665
7763,10,3,3,5262,18418,3.500190042
7764,2,10,2,26272,29277,1.114380329
7765,5,5,2,19173,18693,0.974964794
7766,9,5,2,46350,14113,0.304487594
7767,9,6,3,26386,7144,0.27074964
7768,4,5,1,15308,1289,0.084204338
7769,3,8,3,43706,27478,0.628700865
7770,12,6,0,44835,16285,0.363220698
7771,14,4,1,32113,14331,0.446267867
7772,7,3,3,5205,11295,2.170028818
7773,6,4,3,11630,3985,0.342648323
7774,2,4,3,32056,6984,0.21786873
7775,1,6,0,40411,20458,0.506248299
7776,10,1,2,29579,29675,1.003245546
7777,13,4,1,33751,25785,0.763977364
7778,3,4,3,44898,12775,0.284533832
7779,20,5,1,32054,7656,0.238846946
7780,8,7,1,25794,7829,0.303520198
7781,15,6,1,37834,12449,0.32904266
7782,15,2,2,42802,18964,0.443063408
7783,2,3,3,28077,10226,0.364212701
7784,1,3,1,43343,25868,0.596820709
7785,11,7,3,31774,16410,0.516459999
7786,3,3,0,36706,14555,0.396529178
7787,15,5,1,15103,11062,0.732437264
7788,10,10,2,28868,16825,0.582825274
7789,16,7,1,12098,9685,0.800545545
7790,1,9,2,21038,3471,0.164987166
7791,18,5,0,20262,25348,1.251011746
7792,2,4,0,40159,19314,0.48093827
7793,16,1,2,31881,17335,0.543740786
7794,17,9,1,26084,4987,0.191190002
7795,7,4,0,10341,3809,0.368339619
7796,2,6,1,12863,8100,0.629713131
7797,17,7,2,24099,23810,0.988007801
7798,18,6,3,9568,21484,2.245401338
7799,9,8,1,22193,16225,0.731086379
7800,1,9,3,40139,7683,0.191409851
7801,4,2,1,12393,26611,2.14726055
7802,19,4,3,20399,20865,1.022844257
7803,6,1,2,24202,2615,0.108048922
7804,13,7,2,7101,21641,3.04759893
7805,9,3,1,30062,28221,0.938759896
7806,3,8,2,37229,22035,0.5918773
7807,5,3,2,48191,3872,0.080346953
7808,15,7,0,43322,2006,0.046304418
7809,12,9,0,42418,7053,0.166273752
7810,9,5,1,10860,11898,1.09558011
7811,5,6,1,8833,21659,2.452054795
7812,16,3,1,21004,13962,0.664730528
7813,15,5,1,22677,10147,0.447457777
7814,7,3,0,12129,29319,2.417264408
7815,2,8,2,11862,2524,0.212780307
7816,11,5,2,16016,2088,0.13036963
7817,5,4,2,45248,7678,0.169687058
7818,20,7,0,35186,25196,0.716080259
7819,10,4,1,6809,17328,2.544867088
7820,5,2,1,12259,24774,2.020882617
7821,13,9,1,9798,24992,2.550724638
7822,17,4,3,10701,3116,0.291187739
7823,11,9,1,44522,17673,0.396949823
7824,15,3,3,14898,14853,0.99697946
7825,17,10,3,33657,10818,0.321419021
7826,18,3,2,30215,9351,0.309482045
7827,2,9,1,41235,27178,0.659100279
7828,10,3,2,32738,25568,0.780988454
7829,10,7,0,38579,20658,0.535472666
7830,20,9,0,44596,6062,0.135931474
7831,1,1,1,10186,10620,1.0426075
7832,2,10,2,25926,1235,0.047635578
7833,14,10,1,10599,27002,2.54759883
7834,15,7,0,25920,23075,0.890239198
7835,7,9,2,32715,24583,0.751429008
7836,9,7,0,6639,9879,1.488025305
7837,2,8,3,32092,10725,0.334195438
7838,5,10,3,24822,18775,0.756385465
7839,6,9,3,24238,24481,1.01002558
7840,12,6,1,39101,27986,0.71573617
7841,9,8,0,22782,1246,0.054692301
7842,2,2,2,11190,6194,0.553529937
7843,12,7,0,14079,14325,1.017472832
7844,3,8,0,23738,4321,0.182028815
7845,7,10,3,11558,8078,0.698909846
7846,10,10,3,41649,11501,0.276141084
7847,15,6,2,28405,15722,0.553494103
7848,6,5,2,24753,20062,0.810487618
7849,4,6,1,38001,8355,0.219862635
7850,1,2,3,31344,24210,0.772396631
7851,10,8,0,45020,2503,0.055597512
7852,6,10,2,29583,12562,0.424635771
7853,19,2,0,49141,25763,0.524266905
7854,12,7,1,49629,28374,0.571722179
7855,14,5,1,20919,24863,1.188536737
7856,11,1,3,37180,1228,0.03302851
7857,13,4,3,27622,12348,0.447034972
7858,7,7,3,18570,3040,0.1637049
7859,4,9,3,39832,14659,0.368020687
7860,18,6,3,33729,27421,0.812979928
7861,9,4,3,38089,17360,0.455774633
7862,11,5,2,25342,20150,0.795122721
7863,20,1,2,37786,19393,0.513232414
7864,12,4,1,37329,26359,0.706126604
7865,18,2,1,34812,8327,0.239199127
7866,2,9,3,48845,15773,0.322919439
7867,3,2,3,39857,27547,0.691145846
7868,11,5,3,6729,2925,0.434685689
7869,12,7,2,14202,22147,1.55942825
7870,10,7,1,44687,4856,0.10866695
7871,20,10,1,40858,16041,0.392603652
7872,8,9,1,5455,7560,1.38588451
7873,4,5,2,10883,28386,2.608288156
7874,2,6,0,23154,23679,1.022674268
7875,14,2,0,16885,21645,1.281907018
7876,10,2,1,8066,3447,0.427349368
7877,6,3,2,9880,10232,1.03562753
7878,18,6,1,40463,28447,0.703037343
7879,10,1,0,25077,6858,0.273477689
7880,11,4,0,6111,29735,4.865815742
7881,7,9,1,17120,11640,0.679906542
7882,20,10,2,26528,29602,1.115877563
7883,4,8,0,39001,21170,0.542806595
7884,15,4,3,40253,12032,0.298909398
7885,8,3,1,43607,11166,0.256059807
7886,8,4,2,11873,15142,1.275330582
7887,7,3,2,13241,11486,0.867457141
7888,8,9,3,7224,9516,1.317275748
7889,1,6,3,20438,21125,1.033613857
7890,18,9,1,22911,18788,0.820042774
7891,7,1,0,15209,19306,1.269379972
7892,11,7,0,19685,22934,1.16504953
7893,9,7,2,48908,28490,0.582522287
7894,12,8,0,19910,26676,1.339829232
7895,4,3,0,39743,15616,0.39292454
7896,1,5,1,26413,23675,0.896338924
7897,11,7,2,5467,16395,2.998902506
7898,8,1,2,47115,28352,0.601761647
7899,13,2,3,6098,12892,2.114135782
7900,8,3,0,6885,9369,1.360784314
7901,4,9,2,29265,23649,0.808098411
7902,10,2,1,49070,10380,0.211534542
7903,11,10,0,12324,2976,0.241480039
7904,6,10,0,32513,6939,0.213422323
7905,5,1,2,15358,8985,0.585037114
7906,15,4,0,5336,9135,1.711956522
7907,11,5,1,13036,29866,2.291040196
7908,16,2,2,25621,5965,0.23281683
7909,17,2,0,44010,28135,0.639286526
7910,7,1,2,25587,21759,0.850392778
7911,8,2,3,48965,12751,0.260410497
7912,12,5,0,26506,25170,0.949596318
7913,7,1,0,35460,1116,0.031472081
7914,5,4,2,47974,6635,0.138304081
7915,19,8,2,46897,27570,0.587884086
7916,12,2,1,35417,17882,0.504898777
7917,16,7,1,10499,11882,1.131726831
7918,8,4,3,13803,9400,0.681011374
7919,10,1,3,41882,19726,0.470989924
7920,3,7,0,39514,11854,0.299994939
7921,19,4,0,47629,6426,0.134917802
7922,7,6,0,32969,15492,0.469895963
7923,10,2,0,5233,17425,3.329829925
7924,6,3,1,33753,26628,0.788907653
7925,7,7,1,28290,28526,1.00834217
7926,1,5,0,18820,1179,0.062646121
7927,10,3,0,40096,5525,0.137794294
7928,6,2,2,20786,1913,0.092033099
7929,18,9,1,20078,14412,0.717800578
7930,16,6,3,35185,18650,0.530055421
7931,16,8,2,11004,28979,2.63349691
7932,19,5,2,29520,10222,0.346273713
7933,9,9,2,11832,28727,2.42790737
7934,15,4,3,23751,13376,0.563176287
7935,14,5,1,27528,6385,0.231945655
7936,10,7,3,37887,20029,0.528650988
7937,6,10,2,49300,4801,0.097383367
7938,16,9,2,30701,17658,0.575160418
7939,1,6,3,35802,17096,0.477515223
7940,15,7,0,37444,15419,0.41178827
7941,20,6,2,23245,28769,1.237642504
7942,9,5,0,9058,21685,2.394016339
7943,16,9,2,27576,13642,0.494705541
7944,4,3,1,25212,24952,0.98968745
7945,7,1,0,21435,11549,0.538791696
7946,9,1,2,39163,21761,0.555652018
7947,3,4,3,13102,21849,1.667607999
7948,11,5,3,26601,3088,0.116085861
7949,15,6,1,35605,15055,0.422833872
7950,12,6,3,25142,22220,0.883780129
7951,19,5,2,32238,3712,0.115143619
7952,18,8,0,35085,27876,0.794527576
7953,5,7,1,10552,6412,0.607657316
7954,18,7,1,44009,22634,0.514303892
7955,10,4,1,25071,1740,0.069402896
7956,2,4,3,23650,14229,0.601649049
7957,8,2,2,16623,26591,1.599651086
7958,18,5,1,22160,6801,0.306904332
7959,4,6,3,41533,24053,0.579129849
7960,18,2,2,24446,13239,0.541560992
7961,15,1,3,37700,8724,0.231405836
7962,17,2,0,18848,17665,0.93723472
7963,5,8,2,10227,29961,2.929598123
7964,11,10,1,37303,11399,0.30557864
7965,1,4,1,18720,6086,0.325106838
7966,10,10,2,19391,21275,1.097158476
7967,13,4,3,47768,23555,0.493112544
7968,18,4,2,9330,6309,0.676205788
7969,11,9,0,37396,10883,0.29102043
7970,19,6,2,28097,12822,0.456347653
7971,1,10,2,46019,4285,0.093113714
7972,11,7,1,9465,14928,1.577179081
7973,2,2,3,42608,9887,0.232045625
7974,7,8,2,44596,25006,0.560722935
7975,2,2,3,15505,1312,0.084617865
7976,6,5,3,34117,29593,0.867397485
7977,19,1,1,42181,25076,0.594485669
7978,7,4,1,25025,27147,1.084795205
7979,6,8,2,6922,15167,2.191129731
7980,15,2,0,13670,24903,1.821726408
7981,3,4,3,11238,4756,0.423206976
7982,3,8,2,34831,29196,0.838218828
7983,15,1,1,13478,28529,2.11670871
7984,3,9,2,35396,9560,0.270087015
7985,18,4,2,16759,16734,0.998508264
7986,16,7,3,29385,17377,0.591356134
7987,7,2,0,8434,8362,0.991463125
7988,9,3,3,41877,25865,0.617642142
7989,8,5,1,33863,6502,0.192008977
7990,15,3,3,21481,23921,1.113588753
7991,5,7,3,31378,1961,0.062496016
7992,5,8,3,19386,1356,0.069947385
7993,16,6,2,10185,23361,2.293667158
7994,7,1,3,6920,16806,2.428612717
7995,12,8,0,38187,13785,0.360986723
7996,4,5,1,10412,27132,2.605839416
7997,9,3,2,18797,24870,1.323083471
7998,19,10,0,22460,9135,0.406723063
7999,12,10,1,13216,23480,1.776634383
8000,1,4,2,8487,1818,0.214209968
8001,11,3,1,27736,16676,0.601240265
8002,7,1,1,49792,14562,0.29245662
8003,19,1,2,28378,8600,0.30305166
8004,9,8,0,24161,27888,1.15425686
8005,13,6,1,27837,12453,0.447354241
8006,7,9,3,16716,29646,1.773510409
8007,20,6,1,39825,28081,0.705109856
8008,12,3,1,43703,20338,0.46536851
8009,3,2,2,9038,12159,1.345319761
8010,7,9,1,40864,26822,0.656372357
8011,14,6,1,14105,10689,0.757816377
8012,15,2,0,8343,1607,0.192616565
8013,12,2,0,22498,5925,0.263356743
8014,1,6,0,26990,1897,0.070285291
8015,20,5,0,15289,1103,0.072143371
8016,8,8,2,38355,22768,0.593612306
8017,14,10,2,28317,10604,0.374474697
8018,9,2,3,9188,5396,0.587287767
8019,13,2,1,48869,11288,0.230984878
8020,1,7,1,22126,25505,1.152716261
8021,13,6,1,9123,28080,3.07793489
8022,19,3,1,49171,21593,0.439140957
8023,15,2,2,6057,24354,4.020802377
8024,1,7,1,10359,2448,0.236316247
8025,2,7,1,26024,27768,1.067015063
8026,3,1,0,5897,4288,0.727149398
8027,11,9,2,5584,5533,0.990866762
8028,13,7,0,35422,6352,0.179323584
8029,3,4,0,21204,19760,0.931899642
8030,12,7,0,11280,29817,2.643351064
8031,3,10,3,11594,21109,1.820683112
8032,10,9,0,15354,23447,1.527093917
8033,11,3,0,41506,19490,0.469570664
8034,5,10,3,31428,19573,0.622788596
8035,18,10,2,33350,29690,0.890254873
8036,4,1,0,48168,20954,0.4350191
8037,2,7,3,22834,18672,0.81772795
8038,10,4,2,6276,6230,0.992670491
8039,18,10,0,22941,26747,1.16590384
8040,11,2,3,39990,9273,0.231882971
8041,1,10,3,32245,11128,0.345107769
8042,8,5,1,38792,14813,0.381857084
8043,15,8,3,12237,10604,0.86655226
8044,15,6,3,38709,15806,0.408328812
8045,5,1,1,32749,6111,0.186601118
8046,16,5,3,46157,22140,0.479667223
8047,17,9,3,15054,1432,0.095124219
8048,6,4,1,47279,24242,0.512743501
8049,17,5,2,39950,13964,0.349536921
8050,11,10,1,7559,10892,1.44093134
8051,9,7,1,25533,12196,0.477656366
8052,14,6,1,7386,5097,0.690089358
8053,19,10,1,44573,17244,0.386870976
8054,16,4,3,31276,13476,0.430873513
8055,7,4,0,5705,28861,5.058895706
8056,13,4,2,13789,26351,1.911016027
8057,7,10,2,35389,6356,0.179603832
8058,14,10,1,28261,14874,0.52630834
8059,15,4,0,19667,11625,0.591091676
8060,15,3,3,37832,2391,0.063200465
8061,14,5,0,39490,26682,0.675664725
8062,11,3,3,19138,11503,0.601055492
8063,18,2,0,8647,16418,1.898693188
8064,5,7,2,31593,2084,0.065963979
8065,19,3,1,36155,18826,0.520702531
8066,7,2,0,34765,5175,0.148856609
8067,6,5,3,41598,13257,0.318693206
8068,10,5,0,19799,18612,0.940047477
8069,10,4,3,42177,3838,0.090997463
8070,13,2,1,28890,9115,0.315507096
8071,9,4,0,26551,23415,0.881887688
8072,10,4,3,48974,25669,0.524135255
8073,10,7,1,17348,13137,0.757263085
8074,15,9,1,15107,1537,0.101740915
8075,3,8,1,42454,25157,0.592570782
8076,9,1,1,21658,12530,0.578539108
8077,11,8,3,7598,8221,1.081995262
8078,4,10,0,49105,26851,0.546807861
8079,3,7,2,41971,22366,0.532891759
8080,11,9,3,22045,4117,0.186754366
8081,6,1,0,10996,2828,0.257184431
8082,8,4,3,10425,11104,1.065131894
8083,12,9,0,47454,17717,0.373351035
8084,2,6,3,45244,7069,0.156241712
8085,5,6,0,32669,19209,0.587988613
8086,9,5,2,47383,17495,0.36922525
8087,10,7,0,30422,12676,0.416672145
8088,13,6,3,29149,10947,0.375553192
8089,17,5,3,20518,28340,1.38122624
8090,4,10,2,25982,9325,0.358902317
8091,9,8,2,43173,20081,0.465128668
8092,16,8,2,35904,1364,0.037990196
8093,20,5,0,13276,1716,0.1292558
8094,20,4,2,9563,11687,1.222106034
8095,15,8,0,28430,3231,0.113647555
8096,7,1,2,43417,16989,0.391298339
8097,4,5,0,19264,8600,0.446428571
8098,4,4,0,26912,27064,1.005648038
8099,5,10,0,13381,28398,2.12226291
8100,3,5,3,31305,29085,0.929084811
8101,1,4,0,28854,2323,0.080508768
8102,11,9,2,16575,27890,1.6826546
8103,1,2,2,6530,10037,1.537059724
8104,12,1,1,27496,10437,0.379582485
8105,14,7,2,32556,22153,0.680458287
8106,5,7,3,17933,21871,1.21959516
8107,12,1,3,38768,2169,0.055948205
8108,13,4,1,28011,25417,0.907393524
8109,15,1,3,39912,28535,0.714947885
8110,10,5,0,19341,12580,0.650431725
8111,11,8,3,39346,15427,0.3920856
8112,6,5,3,7571,22030,2.909787346
8113,10,6,1,28094,24834,0.883960988
8114,4,4,3,38733,11461,0.295897555
8115,13,9,2,9683,20760,2.143963648
8116,16,8,0,38952,13237,0.339828507
8117,8,8,0,27800,16449,0.591690647
8118,6,4,0,19843,20429,1.029531825
8119,8,10,2,44705,23459,0.524751146
8120,5,9,3,29697,14944,0.503215813
8121,4,4,3,25012,28589,1.143011355
8122,18,7,1,12166,17321,1.423721848
8123,19,10,2,7743,26289,3.395195661
8124,14,4,0,19055,3901,0.20472317
8125,5,4,2,34737,7264,0.209114201
8126,2,10,3,17916,21263,1.186816254
8127,2,3,2,38770,22982,0.592777921
8128,17,3,2,27740,15281,0.550865177
8129,6,7,2,23818,14223,0.597153413
8130,3,2,0,9207,9734,1.057239057
8131,1,6,0,30109,4366,0.145006476
8132,2,4,0,43441,12652,0.291245597
8133,13,5,2,46002,2359,0.051280379
8134,4,1,2,33198,9588,0.288812579
8135,16,2,1,20685,11909,0.575731206
8136,20,2,2,47830,5500,0.114990592
8137,9,6,0,48164,24215,0.502761399
8138,18,1,3,33593,20405,0.607418212
8139,3,9,3,10671,1151,0.107862431
8140,12,4,0,47297,26085,0.551514895
8141,6,3,2,34105,27906,0.818237795
8142,2,7,0,49781,17682,0.355195757
8143,18,1,0,15037,20352,1.353461462
8144,3,3,2,45979,16105,0.350268601
8145,6,9,1,22385,2393,0.106901943
8146,19,5,1,26761,6587,0.246141773
8147,3,9,1,45673,12553,0.274845094
8148,1,8,3,24854,10074,0.40532711
8149,12,1,1,20220,21909,1.083531157
8150,18,10,3,49692,20245,0.407409643
8151,15,2,3,47914,18987,0.396272488
8152,11,5,0,46853,23527,0.502145007
8153,20,1,1,30257,20803,0.687543378
8154,2,9,3,19664,18383,0.934855574
8155,9,4,0,28314,4071,0.143780462
8156,11,8,1,18024,10284,0.57057257
8157,18,4,3,36315,8527,0.234806554
8158,8,8,2,46544,16333,0.350915263
8159,13,7,2,21771,11602,0.532910753
